CODIGO,NOMBRES Y APELLIDOS,ESCUELA PROFESIONAL,PUNTAJE,ORDEN DE MÉRITO,RESULTADO
102518,,,,,ALCANZÓ VACANTE
195094,,,,,
174947,,,,,
181464,,,,,ALCANZÓ VACANTE
110639,,,,,
124880,,,,,
105603,,,,,
159973,,,,,
116763,,,,,
174676,,,,,ALCANZÓ VACANTE
106250,,,,,ALCANZÓ VACANTE
118550,,,,,
114674,,,,,
191339,,,,,
147483,,,,,
108059,,,,,
153642,,,,,
166897,,,,,
188658,,,,,
172647,,,,,
182306,,,,,
199878,,,,,
165600,,,,,
140864,,,,,
125678,,,,,
154642,,,,,
171680,,,,,
161991,,,,,
159017,,,,,
112274,,,,,
176979,,,,,
198592,,,,,
106526,,,,,ALCANZÓ VACANTE
179522,,,,,
118072,,,,,
192449,,,,,
145965,,,,,
178209,,,,,
170904,,,,,
100548,,,,,ALCANZÓ VACANTE
125699,,,,,
188698,,,,,
197596,,,,,
151615,,,,,
190080,,,,,
198133,,,,,
188866,,,,,
193619,,,,,
158132,,,,,
108526,,,,,
123529,,,,,
158522,,,,,
108996,,,,,
153288,,,,,
172558,,,,,ALCANZÓ VACANTE
192562,,,,,
159204,,,,,
129090,,,,,
153384,,,,,
117093,,,,,
198890,,,,,
199857,,,,,
182236,,,,,
108690,,,,,
166322,,,,,
188301,,,,,
116914,,,,,
120930,,,,,
127101,,,,,
137023,,,,,
167273,,,,,
197126,,,,,
115225,,,,,
159453,,,,,
135892,,,,,
153428,,,,,
186779,,,,,
160035,,,,,
151657,,,,,
151798,,,,,
188240,,,,,
100806,,,,,
197196,,,,,
115097,,,,,
142707,,,,,
152799,,,,,
155059,,,,,
145290,,,,,
114417,,,,,
153710,,,,,
117049,,,,,
199276,,,,,
165255,,,,,ALCANZÓ VACANTE
167836,,,,,
151758,,,,,
156851,,,,,
100707,,,,,
183701,,,,,
186217,,,,,
108558,,,,,
180995,,,,,
176279,,,,,
187613,,,,,
108342,,,,,ALCANZÓ VACANTE
173349,,,,,
145288,,,,,
165719,,,,,
111737,,,,,
110573,,,,,ALCANZÓ VACANTE
151457,,,,,
160175,,,,,
133444,,,,,
172931,,,,,
132840,,,,,AUSENTE
171417,,,,,
144377,,,,,
196846,,,,,
184375,,,,,
180160,,,,,
165836,,,,,
132695,,,,,
168183,,,,,
136120,,,,,ALCANZÓ VACANTE
137059,,,,,
165903,,,,,
171743,,,,,
100288,,,,,
194120,,,,,
160179,,,,,ALCANZÓ VACANTE
178646,,,,,AUSENTE
170858,,,,,AUSENTE
130034,,,,,
120110,,,,,
198099,,,,,
184238,,,,,ALCANZÓ VACANTE
106439,,,,,
186213,,,,,
131440,,,,,
173493,,,,,ALCANZÓ VACANTE
148215,,,,,ALCANZÓ VACANTE
147152,,,,,
173564,,,,,
103506,,,,,
139956,,,,,
195615,,,,,
162669,,,,,ALCANZÓ VACANTE
180470,,,,,
197129,,,,,
122305,,,,,
191430,,,,,
154178,,,,,ALCANZÓ VACANTE
158970,,,,,
173028,,,,,
198571,,,,,
193728,,,,,ALCANZÓ VACANTE
189983,,,,,
187095,,,,,
103503,,,,,
157089,,,,,
142804,,,,,
105404,,,,,
176651,,,,,ALCANZÓ VACANTE
114738,,,,,
138308,,,,,
154945,,,,,
188981,,,,,
174882,,,,,ALCANZÓ VACANTE
185050,,,,,ALCANZÓ VACANTE
158665,,,,,
106273,,,,,
108266,,,,,
114808,,,,,
170186,,,,,
100193,,,,,
171575,,,,,
189173,,,,,
169322,,,,,
154244,,,,,
125606,,,,,
178261,,,,,
152598,,,,,
133236,,,,,
193312,,,,,
188868,,,,,
175562,,,,,ALCANZÓ VACANTE
121017,,,,,
171769,,,,,
189172,,,,,
172304,,,,,
195476,,,,,
156274,,,,,ALCANZÓ VACANTE
112323,,,,,
106693,,,,,
134355,,,,,
197258,,,,,
142221,,,,,
175722,,,,,
150714,,,,,
190885,,,,,
114956,,,,,ALCANZÓ VACANTE
102906,,,,,ALCANZÓ VACANTE
104249,,,,,ALCANZÓ VACANTE
168255,,,,,
163884,,,,,ALCANZÓ VACANTE
192779,,,,,ALCANZÓ VACANTE
198994,,,,,ALCANZÓ VACANTE
134937,,,,,ALCANZÓ VACANTE
106431,,,,,ALCANZÓ VACANTE
172023,,,,,
190376,,,,,ALCANZÓ VACANTE
101666,,,,,ALCANZÓ VACANTE
132607,,,,,
156956,,,,,
183051,,,,,AUSENTE
160388,,,,,ALCANZÓ VACANTE
133979,,,,,
178507,,,,,ALCANZÓ VACANTE
193495,,,,,ALCANZÓ VACANTE
121722,,,,,
199474,,,,,ALCANZÓ VACANTE
150315,,,,,ALCANZÓ VACANTE
189989,,,,,
183303,,,,,ALCANZÓ VACANTE
152223,,,,,AUSENTE
100227,,,,,
163718,,,,,ALCANZÓ VACANTE
149148,,,,,
192617,,,,,ALCANZÓ VACANTE
184817,,,,,ALCANZÓ VACANTE
100779,,,,,ALCANZÓ VACANTE
101544,,,,,ALCANZÓ VACANTE
192634,,,,,
162571,,,,,
179276,,,,,ALCANZÓ VACANTE
162086,,,,,ALCANZÓ VACANTE
109250,,,,,ALCANZÓ VACANTE
181078,,,,,ALCANZÓ VACANTE
165622,,,,,
121796,,,,,
175769,,,,,
193187,,,,,
186387,,,,,ALCANZÓ VACANTE
125837,,,,,
110305,,,,,ALCANZÓ VACANTE
182210,,,,,
164298,,,,,
128136,,,,,
172414,,,,,
177623,,,,,
129976,,,,,
171227,,,,,
183932,,,,,
123326,,,,,
157707,,,,,
184428,,,,,
138108,,,,,
158384,,,,,
179392,,,,,
136518,,,,,
186725,,,,,
109711,,,,,
133488,,,,,
139214,,,,,
103080,,,,,
119667,,,,,ALCANZÓ VACANTE
113038,,,,,
163853,,,,,
156753,,,,,
187540,,,,,
176387,,,,,
119298,,,,,AUSENTE
100507,,,,,
190084,,,,,
119717,,,,,ALCANZÓ VACANTE
173620,,,,,
128289,,,,,AUSENTE
130586,,,,,
168434,,,,,
191495,,,,,
133349,,,,,
114116,,,,,
174259,,,,,
175464,,,,,
198194,,,,,
178962,,,,,
185048,,,,,
163973,,,,,ALCANZÓ VACANTE
188907,,,,,
137676,,,,,
191889,,,,,
151828,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
187652,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
190724,,,,,
150386,,,,,
173981,,,,,
115840,,,,,
137025,,,,,
189048,,,,,
154033,,,,,ALCANZÓ VACANTE
167885,,,,,
109664,,,,,
142330,,,,,
196404,,,,,
178859,,,,,
150663,,,,,
182278,,,,,
174808,,,,,
191522,,,,,
109693,,,,,
173025,,,,,
166385,,,,,
185889,,,,,
194575,,,,,
114436,,,,,
127964,,,,,
152448,,,,,ALCANZÓ VACANTE
174249,,,,,
106108,,,,,
199057,,,,,
115952,,,,,
164933,,,,,
111319,,,,,
156091,,,,,
138518,,,,,
115442,,,,,
156776,,,,,
172255,,,,,
100158,,,,,
148006,,,,,
162697,,,,,
102733,,,,,
163276,,,,,
117996,,,,,
135285,,,,,
124255,,,,,
104577,,,,,
184122,,,,,
160802,,,,,
138652,,,,,
186259,,,,,
192590,,,,,
171490,,,,,
104276,,,,,ALCANZÓ VACANTE
166971,,,,,
162977,,,,,
138262,,,,,
188025,,,,,
180350,,,,,
161804,,,,,
182209,,,,,
182609,,,,,
141120,,,,,
127402,,,,,
167558,,,,,
164836,,,,,
180721,,,,,
197364,,,,,
197631,,,,,
123998,,,,,
173949,,,,,ALCANZÓ VACANTE
145872,,,,,
114765,,,,,
199193,,,,,
170022,,,,,
191399,,,,,
185986,,,,,
128445,,,,,
147913,,,,,
108199,,,,,ALCANZÓ VACANTE
154054,,,,,
192934,,,,,
134540,,,,,
162877,,,,,
146013,,,,,
136845,,,,,
111389,,,,,
193059,,,,,
109872,,,,,
165804,,,,,ALCANZÓ VACANTE
135511,,,,,
171718,,,,,
130447,,,,,
198411,,,,,
160815,,,,,
183034,,,,,
152546,,,,,
121949,,,,,
161764,,,,,
112966,,,,,
141453,,,,,
101425,,,,,ALCANZÓ VACANTE
132076,,,,,
193679,,,,,
157290,,,,,
177999,,,,,
196353,,,,,
118977,,,,,
190501,,,,,
150869,,,,,
153923,,,,,ALCANZÓ VACANTE
117674,,,,,
147430,,,,,
148647,,,,,
128746,,,,,
101084,,,,,
179139,,,,,
194495,,,,,
180441,,,,,
169573,,,,,
126444,,,,,
167182,,,,,
136027,,,,,
190331,,,,,
179838,,,,,
136152,,,,,
147177,,,,,
181488,,,,,
189772,,,,,
108712,,,,,
121335,,,,,
191140,,,,,
128680,,,,,
190286,,,,,
178463,,,,,
153220,,,,,
155525,,,,,
162667,,,,,
103224,,,,,
130958,,,,,
182101,,,,,
117909,,,,,
132934,,,,,ALCANZÓ VACANTE
154293,,,,,
104089,,,,,
141986,,,,,
197914,,,,,
168576,,,,,
194932,,,,,
150275,,,,,
127493,,,,,
188051,,,,,
197691,,,,,
152063,,,,,
131159,,,,,
171415,,,,,
184385,,,,,
153681,,,,,
198015,,,,,
148896,,,,,
115180,,,,,
102571,,,,,
155335,,,,,
178026,,,,,
138148,,,,,
192164,,,,,
130846,,,,,
190959,,,,,ALCANZÓ VACANTE
134422,,,,,
187331,,,,,
185470,,,,,
192773,,,,,
127344,,,,,
162226,,,,,
187121,,,,,
113297,,,,,
116935,,,,,
162064,,,,,
199214,,,,,
111995,,,,,ALCANZÓ VACANTE
163509,,,,,
173227,,,,,
163415,,,,,
175628,,,,,
121790,,,,,
179376,,,,,ALCANZÓ VACANTE
113087,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
194100,,,,,
198053,,,,,ALCANZÓ VACANTE
163110,,,,,
171868,,,,,
118646,,,,,
199082,,,,,
150078,,,,,ALCANZÓ VACANTE
168350,,,,,ALCANZÓ VACANTE
174622,,,,,
103730,,,,,
162228,,,,,
119771,,,,,
100402,,,,,
178835,,,,,
192221,,,,,ALCANZÓ VACANTE
125836,,,,,
162638,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
183262,,,,,
154060,,,,,
163952,,,,,
178327,,,,,
169371,,,,,
103994,,,,,
179628,,,,,AUSENTE
194219,,,,,
158954,,,,,ALCANZÓ VACANTE
168045,,,,,
187097,,,,,
198539,,,,,
181937,,,,,
193979,,,,,
125979,,,,,
198819,,,,,ALCANZÓ VACANTE
140449,,,,,
156065,,,,,
194638,,,,,
170624,,,,,
186968,,,,,
134953,,,,,
130733,,,,,ALCANZÓ VACANTE
155567,,,,,
198017,,,,,
161014,,,,,
176765,,,,,
178421,,,,,AUSENTE
133930,,,,,ALCANZÓ VACANTE
105757,,,,,
186078,,,,,
184631,,,,,
160457,,,,,
107342,,,,,
190897,,,,,
198381,,,,,
161624,,,,,
158063,,,,,
186794,,,,,
114230,,,,,
142281,,,,,AUSENTE
161064,,,,,
105985,,,,,
190544,,,,,ALCANZÓ VACANTE
124914,,,,,
129602,,,,,
118232,,,,,ALCANZÓ VACANTE
102568,,,,,
192351,,,,,
130215,,,,,
199546,,,,,
154344,,,,,
150797,,,,,
126327,,,,,
108366,,,,,
153320,,,,,
155831,,,,,
184930,,,,,
163807,,,,,
143312,,,,,
159338,,,,,
107160,,,,,
169510,,,,,
180530,,,,,ALCANZÓ VACANTE
165323,,,,,
156619,,,,,
189775,,,,,
157627,,,,,
199988,,,,,
172294,,,,,
170414,,,,,ALCANZÓ VACANTE
113412,,,,,
115400,,,,,
197086,,,,,
135868,,,,,
163207,,,,,
106530,,,,,ALCANZÓ VACANTE
125280,,,,,
198265,,,,,
190816,,,,,
156436,,,,,
135215,,,,,
112461,,,,,
104126,,,,,
108319,,,,,
125768,,,,,
189076,,,,,
188352,,,,,
150261,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
141312,,,,,
139729,,,,,
142086,,,,,
151617,,,,,
161205,,,,,
169715,,,,,ALCANZÓ VACANTE
184326,,,,,
160991,,,,,
187353,,,,,
195899,,,,,
197339,,,,,
191611,,,,,
172090,,,,,
151920,,,,,
199243,,,,,
199895,,,,,
190659,,,,,ALCANZÓ VACANTE
169574,,,,,
141032,,,,,
185722,,,,,
186099,,,,,AUSENTE
105554,,,,,
154667,,,,,
192565,,,,,
162408,,,,,
156892,,,,,
179839,,,,,
123729,,,,,
171829,,,,,
139584,,,,,
176676,,,,,
115510,,,,,
198950,,,,,
187270,,,,,
129563,,,,,
196003,,,,,
125553,,,,,
128865,,,,,
191287,,,,,ALCANZÓ VACANTE
170537,,,,,
160485,,,,,
142396,,,,,
189095,,,,,
179000,,,,,
182624,,,,,
179444,,,,,
177189,,,,,
152625,,,,,
105362,,,,,
134945,,,,,
134566,,,,,
122116,,,,,
154983,,,,,
129488,,,,,ALCANZÓ VACANTE
108036,,,,,
100819,,,,,
194099,,,,,ALCANZÓ VACANTE
181033,,,,,
147406,,,,,ALCANZÓ VACANTE
197357,,,,,
146221,,,,,
150408,,,,,
108132,,,,,ALCANZÓ VACANTE
124072,,,,,
158526,,,,,ALCANZÓ VACANTE
169259,,,,,
142838,,,,,
131556,,,,,
190705,,,,,
109041,,,,,
196238,,,,,
189558,,,,,
142520,,,,,
154590,,,,,
173675,,,,,
187678,,,,,
194238,,,,,
189958,,,,,
134286,,,,,
156737,,,,,
153040,,,,,
178324,,,,,
165086,,,,,ALCANZÓ VACANTE
139871,,,,,
151430,,,,,ALCANZÓ VACANTE
172532,,,,,
192840,,,,,
112907,,,,,
187034,,,,,
175906,,,,,
189101,,,,,
159084,,,,,
190817,,,,,
146411,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
166484,,,,,
136440,,,,,
160137,,,,,
194608,,,,,ALCANZÓ VACANTE
158760,,,,,
161972,,,,,
101522,,,,,
195583,,,,,
136499,,,,,
178280,,,,,
175118,,,,,
166602,,,,,
136540,,,,,ALCANZÓ VACANTE
194076,,,,,
160945,,,,,
198061,,,,,
153736,,,,,
134282,,,,,
181071,,,,,AUSENTE
117634,,,,,
107480,,,,,
193396,,,,,
161369,,,,,
144495,,,,,
184398,,,,,
164764,,,,,
191558,,,,,
198979,,,,,ALCANZÓ VACANTE
119064,,,,,
133000,,,,,
102293,,,,,
102448,,,,,
172602,,,,,
172303,,,,,
107267,,,,,ALCANZÓ VACANTE
172019,,,,,
132391,,,,,
127728,,,,,
164505,,,,,
162756,,,,,
157645,,,,,
190139,,,,,
190676,,,,,
160061,,,,,
100822,,,,,
196699,,,,,
165943,,,,,
154690,,,,,
111267,,,,,ALCANZÓ VACANTE
155266,,,,,
184768,,,,,
108200,,,,,
170231,,,,,
119320,,,,,ALCANZÓ VACANTE
199105,,,,,
119950,,,,,
123629,,,,,
191492,,,,,
197514,,,,,
184857,,,,,
156781,,,,,
108916,,,,,
160084,,,,,
165853,,,,,
190170,,,,,
127116,,,,,
104196,,,,,
198059,,,,,
162209,,,,,
194004,,,,,
127743,,,,,
162950,,,,,
105269,,,,,
199661,,,,,ALCANZÓ VACANTE
124050,,,,,
122819,,,,,
108985,,,,,
124787,,,,,
164327,,,,,
192099,,,,,
189212,,,,,ALCANZÓ VACANTE
188120,,,,,ALCANZÓ VACANTE
138311,,,,,ALCANZÓ VACANTE
198244,,,,,
172339,,,,,
189588,,,,,
194400,,,,,
144122,,,,,
165724,,,,,
106362,,,,,
130813,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
118224,,,,,
156042,,,,,
164644,,,,,
169766,,,,,
114202,,,,,
145825,,,,,
178377,,,,,
148085,,,,,
159916,,,,,
103844,,,,,
116014,,,,,
149912,,,,,
178698,,,,,
134082,,,,,
186120,,,,,
114067,,,,,
181213,,,,,
179002,,,,,
134002,,,,,
143962,,,,,ALCANZÓ VACANTE
100689,,,,,
112623,,,,,
177095,,,,,
184886,,,,,
194518,,,,,
191255,,,,,
109669,,,,,ALCANZÓ VACANTE
191468,,,,,
174158,,,,,
101665,,,,,
178769,,,,,
163017,,,,,
120808,,,,,ALCANZÓ VACANTE
151478,,,,,
186655,,,,,
163343,,,,,
162644,,,,,
149474,,,,,
115966,,,,,
194802,,,,,
176611,,,,,
106998,,,,,
195520,,,,,
114602,,,,,
196522,,,,,
128743,,,,,
189164,,,,,ALCANZÓ VACANTE
199120,,,,,
153438,,,,,
114528,,,,,
105852,,,,,ALCANZÓ VACANTE
148943,,,,,
194031,,,,,
154184,,,,,AUSENTE
145962,,,,,
117324,,,,,
191260,,,,,
145006,,,,,
182850,,,,,
162691,,,,,
116040,,,,,
169768,,,,,
153294,,,,,
149320,,,,,
172181,,,,,
167436,,,,,
119581,,,,,
138605,,,,,
114138,,,,,
129001,,,,,ALCANZÓ VACANTE
120115,,,,,ALCANZÓ VACANTE
170874,,,,,
115670,,,,,
151150,,,,,
106667,,,,,
166341,,,,,
113899,,,,,
182533,,,,,
106385,,,,,
149758,,,,,
121846,,,,,ALCANZÓ VACANTE
184941,,,,,
115017,,,,,
189938,,,,,
185446,,,,,
165457,,,,,
190581,,,,,
154158,,,,,
159941,,,,,
163971,,,,,
113855,,,,,
146826,,,,,
186890,,,,,
131348,,,,,
178739,,,,,
129305,,,,,
154779,,,,,
178768,,,,,
157364,,,,,
194657,,,,,
151335,,,,,
189128,,,,,
151966,,,,,
197648,,,,,
138611,,,,,
171421,,,,,ALCANZÓ VACANTE
111086,,,,,
165318,,,,,
118297,,,,,ALCANZÓ VACANTE
152640,,,,,
161441,,,,,
171486,,,,,
186377,,,,,
157263,,,,,AUSENTE
187981,,,,,
138469,,,,,
196385,,,,,ALCANZÓ VACANTE
177868,,,,,
178438,,,,,
192701,,,,,
189518,,,,,
164625,,,,,
170596,,,,,
134539,,,,,
133419,,,,,
171097,,,,,
190124,,,,,
114065,,,,,
130281,,,,,
106737,,,,,
169086,,,,,
181581,,,,,
104707,,,,,
162692,,,,,
186162,,,,,
164223,,,,,
145901,,,,,
158527,,,,,
164897,,,,,
135625,,,,,
153783,,,,,
195781,,,,,ALCANZÓ VACANTE
184981,,,,,
141238,,,,,
143615,,,,,
189404,,,,,
160246,,,,,
193303,,,,,
153177,,,,,
141846,,,,,
191516,,,,,
168924,,,,,
184042,,,,,
170131,,,,,
176067,,,,,
193712,,,,,
173459,,,,,
138914,,,,,
158267,,,,,
154107,,,,,
103522,,,,,
110412,,,,,
150244,,,,,ALCANZÓ VACANTE
158575,,,,,
107766,,,,,
107828,,,,,ALCANZÓ VACANTE
154711,,,,,ALCANZÓ VACANTE
105339,,,,,
195543,,,,,
160507,,,,,
104861,,,,,ALCANZÓ VACANTE
198097,,,,,
131396,,,,,ALCANZÓ VACANTE
110338,,,,,
193604,,,,,
103642,,,,,
129808,,,,,
127537,,,,,
112225,,,,,
151638,,,,,ALCANZÓ VACANTE
142429,,,,,
108507,,,,,ALCANZÓ VACANTE
167411,,,,,
135448,,,,,
152946,,,,,
161063,,,,,
176027,,,,,
156455,,,,,ALCANZÓ VACANTE
121090,,,,,
191261,,,,,
170974,,,,,
111813,,,,,
113874,,,,,ALCANZÓ VACANTE
161011,,,,,
173665,,,,,
165134,,,,,
126180,,,,,ALCANZÓ VACANTE
102057,,,,,
163015,,,,,
148057,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
164642,,,,,
196127,,,,,ALCANZÓ VACANTE
101107,,,,,
132445,,,,,
172672,,,,,
159436,,,,,
199754,,,,,
178048,,,,,
194565,,,,,
161251,,,,,
169137,,,,,
175961,,,,,
124859,,,,,
118994,,,,,
148938,,,,,
171922,,,,,ALCANZÓ VACANTE
140150,,,,,
196800,,,,,
184116,,,,,
194314,,,,,ALCANZÓ VACANTE
197105,,,,,
157672,,,,,
147775,,,,,
114571,,,,,
171345,,,,,
177097,,,,,ALCANZÓ VACANTE
109695,,,,,
127238,,,,,ALCANZÓ VACANTE
112602,,,,,
150772,,,,,
112345,,,,,
162924,,,,,
181437,,,,,
122901,,,,,
107998,,,,,
141006,,,,,
114455,,,,,ALCANZÓ VACANTE
193307,,,,,
195398,,,,,
180513,,,,,
149289,,,,,
170422,,,,,
191152,,,,,
161326,,,,,
103600,,,,,
159876,,,,,
151619,,,,,
183518,,,,,
193874,,,,,
152410,,,,,
160112,,,,,
171842,,,,,
190196,,,,,
192034,,,,,
117114,,,,,
126891,,,,,
126652,,,,,
137176,,,,,
127345,,,,,
192865,,,,,
178796,,,,,
170556,,,,,
177815,,,,,
171350,,,,,ALCANZÓ VACANTE
173391,,,,,
120139,,,,,
152012,,,,,ALCANZÓ VACANTE
168256,,,,,
193801,,,,,
100269,,,,,ALCANZÓ VACANTE
194187,,,,,
192032,,,,,
107760,,,,,
110017,,,,,
132194,,,,,
121183,,,,,
171725,,,,,
187863,,,,,
175747,,,,,
123672,,,,,
158545,,,,,
147293,,,,,
124301,,,,,
152082,,,,,
109895,,,,,
106410,,,,,
195126,,,,,ALCANZÓ VACANTE
148850,,,,,
188914,,,,,
177093,,,,,
191865,,,,,
158993,,,,,
149568,,,,,
180492,,,,,
148918,,,,,ALCANZÓ VACANTE
194756,,,,,
127802,,,,,
135608,,,,,
183814,,,,,
190937,,,,,
197796,,,,,
197032,,,,,
179811,,,,,
198156,,,,,
145454,,,,,ALCANZÓ VACANTE
161041,,,,,
189655,,,,,
145473,,,,,
169467,,,,,
170089,,,,,
137053,,,,,ALCANZÓ VACANTE
195987,,,,,
190728,,,,,
196593,,,,,
163667,,,,,
172214,,,,,
188495,,,,,
192708,,,,,
171044,,,,,
192306,,,,,
108640,,,,,
124812,,,,,
199522,,,,,
126189,,,,,
158883,,,,,
177379,,,,,
155834,,,,,
198638,,,,,
103571,,,,,
156533,,,,,
108897,,,,,
100410,,,,,
190404,,,,,
196843,,,,,
154506,,,,,
139714,,,,,
142080,,,,,
175442,,,,,
140200,,,,,
168186,,,,,
122257,,,,,
104667,,,,,
141194,,,,,
122139,,,,,
129954,,,,,
147455,,,,,
182310,,,,,ALCANZÓ VACANTE
194173,,,,,
173730,,,,,ALCANZÓ VACANTE
155733,,,,,
185941,,,,,
132526,,,,,
169135,,,,,
194735,,,,,ALCANZÓ VACANTE
161396,,,,,
150524,,,,,ALCANZÓ VACANTE
154133,,,,,ALCANZÓ VACANTE
172335,,,,,
182844,,,,,
176209,,,,,
125890,,,,,
150594,,,,,
193127,,,,,
134314,,,,,
155015,,,,,
119394,,,,,
172072,,,,,
197335,,,,,ALCANZÓ VACANTE
193897,,,,,
164137,,,,,
152199,,,,,ALCANZÓ VACANTE
199290,,,,,
171832,,,,,
156663,,,,,
163255,,,,,
175581,,,,,
111903,,,,,
113712,,,,,ALCANZÓ VACANTE
162478,,,,,
118649,,,,,
162065,,,,,
118158,,,,,
106550,,,,,
102341,,,,,
172171,,,,,
152739,,,,,
132494,,,,,
196354,,,,,
166135,,,,,
106529,,,,,
160204,,,,,AUSENTE
196172,,,,,
164968,,,,,
161615,,,,,
199786,,,,,
199245,,,,,
167834,,,,,
113090,,,,,ALCANZÓ VACANTE
154200,,,,,
169554,,,,,
174253,,,,,AUSENTE
183054,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
193754,,,,,ALCANZÓ VACANTE
100434,,,,,
136170,,,,,
182097,,,,,
165019,,,,,
116903,,,,,
161137,,,,,
177840,,,,,
155760,,,,,
100524,,,,,
170905,,,,,
182442,,,,,
113783,,,,,
162766,,,,,
165223,,,,,
197918,,,,,
180080,,,,,
174671,,,,,
121556,,,,,
148339,,,,,
121164,,,,,
146076,,,,,
164533,,,,,
151783,,,,,
172807,,,,,
195819,,,,,
131534,,,,,
190503,,,,,
162743,,,,,
165049,,,,,
146990,,,,,
173839,,,,,
176213,,,,,
163046,,,,,
115109,,,,,
182517,,,,,
142731,,,,,
161785,,,,,
190966,,,,,
183571,,,,,
103733,,,,,
103107,,,,,
124217,,,,,
126533,,,,,
182861,,,,,
156093,,,,,
150394,,,,,
163860,,,,,
119183,,,,,ALCANZÓ VACANTE
180217,,,,,
167560,,,,,
168701,,,,,
112278,,,,,
194102,,,,,
115577,,,,,
140381,,,,,
121558,,,,,
178558,,,,,
147566,,,,,
124164,,,,,
191104,,,,,
183066,,,,,
140213,,,,,
183911,,,,,
111177,,,,,
122762,,,,,
191302,,,,,
184487,,,,,
199074,,,,,
199807,,,,,
168537,,,,,
153316,,,,,
132028,,,,,
173998,,,,,
159154,,,,,
158741,,,,,
118301,,,,,ALCANZÓ VACANTE
100714,,,,,
164000,,,,,
182068,,,,,
122281,,,,,
100355,,,,,
106015,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
134347,,,,,ALCANZÓ VACANTE
176002,,,,,
142401,,,,,
145794,,,,,
133889,,,,,
113808,,,,,
176497,,,,,
181323,,,,,
101158,,,,,
112133,,,,,
190823,,,,,
182979,,,,,
197241,,,,,
192453,,,,,
193798,,,,,
196735,,,,,
198945,,,,,
188191,,,,,
169979,,,,,
133257,,,,,
133817,,,,,
146269,,,,,
157950,,,,,ALCANZÓ VACANTE
146292,,,,,
170375,,,,,
130588,,,,,
170445,,,,,
189259,,,,,
103438,,,,,
172745,,,,,
104499,,,,,
116091,,,,,
154091,,,,,
195478,,,,,
198704,,,,,
145175,,,,,
178080,,,,,
142818,,,,,
124017,,,,,
183492,,,,,
162789,,,,,ALCANZÓ VACANTE
177444,,,,,
114484,,,,,
108364,,,,,
145480,,,,,
193862,,,,,
118181,,,,,
100198,,,,,
195474,,,,,ALCANZÓ VACANTE
105575,,,,,
158252,,,,,
125786,,,,,
135193,,,,,
182811,,,,,
129263,,,,,
191609,,,,,
139608,,,,,
136007,,,,,
171346,,,,,
145316,,,,,
111480,,,,,
173771,,,,,
151598,,,,,
164074,,,,,
176090,,,,,
125886,,,,,
157756,,,,,
112348,,,,,
103223,,,,,
171927,,,,,
155668,,,,,
188838,,,,,
195383,,,,,
161505,,,,,
176262,,,,,
146265,,,,,
160501,,,,,
182537,,,,,
106971,,,,,
116134,,,,,
114278,,,,,
199409,,,,,
192152,,,,,
131027,,,,,
167602,,,,,
160274,,,,,
154232,,,,,
126912,,,,,
187636,,,,,
172832,,,,,
115854,,,,,
189330,,,,,
132865,,,,,
136057,,,,,
185463,,,,,
566914,,,,,ALCANZÓ VACANTE
647669,,,,,
649270,,,,,
653358,,,,,ALCANZÓ VACANTE
654991,,,,,ALCANZÓ VACANTE
654484,,,,,ALCANZÓ VACANTE
653927,,,,,ALCANZÓ VACANTE
659576,,,,,ALCANZÓ VACANTE
645307,,,,,
574933,,,,,ALCANZÓ VACANTE
656019,,,,,ALCANZÓ VACANTE
651685,,,,,ALCANZÓ VACANTE
659063,,,,,ALCANZÓ VACANTE
646992,,,,,
650861,,,,,ALCANZÓ VACANTE
659678,,,,,
554138,,,,,ALCANZÓ VACANTE
651122,,,,,ALCANZÓ VACANTE
648020,,,,,ALCANZÓ VACANTE
655533,,,,,
649449,,,,,ALCANZÓ VACANTE
653484,,,,,ALCANZÓ VACANTE
648353,,,,,ALCANZÓ VACANTE
658143,,,,,ALCANZÓ VACANTE
650341,,,,,
658342,,,,,ALCANZÓ VACANTE
659190,,,,,ALCANZÓ VACANTE
658012,,,,,ALCANZÓ VACANTE
645790,,,,,ALCANZÓ VACANTE
565654,,,,,ALCANZÓ VACANTE
653513,,,,,ALCANZÓ VACANTE
648731,,,,,ALCANZÓ VACANTE
655935,,,,,ALCANZÓ VACANTE
658003,,,,,ALCANZÓ VACANTE
648786,,,,,ALCANZÓ VACANTE
651647,,,,,
574181,,,,,ALCANZÓ VACANTE
564594,,,,,
649364,,,,,ALCANZÓ VACANTE
645543,,,,,
555596,,,,,ALCANZÓ VACANTE
648724,,,,,ALCANZÓ VACANTE
651231,,,,,ALCANZÓ VACANTE
658245,,,,,ALCANZÓ VACANTE
581579,,,,,
648828,,,,,ALCANZÓ VACANTE
653904,,,,,
570386,,,,,
651642,,,,,ALCANZÓ VACANTE
