CODIGO,NOMBRES Y APELLIDOS,ESCUELA PROFESIONAL,PUNTAJE,ORDEN DE MÉRITO,RESULTADO
347075,,,,,AUSENTE
319529,,,,,
329204,,,,,
363715,,,,,
354207,,,,,ALCANZÓ VACANTE
372492,,,,,
378765,,,,,
377888,,,,,
311498,,,,,
330121,,,,,
375815,,,,,
342551,,,,,
381919,,,,,
324589,,,,,
330962,,,,,
311348,,,,,ALCANZÓ VACANTE
378407,,,,,
315626,,,,,
384353,,,,,
389253,,,,,
353983,,,,,
330891,,,,,
390796,,,,,
395333,,,,,
367506,,,,,
378056,,,,,
342781,,,,,
360431,,,,,
382913,,,,,
321887,,,,,
346497,,,,,
347579,,,,,
371697,,,,,
386023,,,,,
341851,,,,,
383637,,,,,
393194,,,,,
362473,,,,,
315869,,,,,
392657,,,,,
357952,,,,,
351461,,,,,
325785,,,,,ALCANZÓ VACANTE
379240,,,,,
376722,,,,,
326860,,,,,
338136,,,,,
339940,,,,,
365817,,,,,
350680,,,,,
364147,,,,,
337253,,,,,
361007,,,,,
362381,,,,,ALCANZÓ VACANTE
361480,,,,,
354563,,,,,
399924,,,,,
321052,,,,,
347001,,,,,
324759,,,,,
371101,,,,,
330507,,,,,
357027,,,,,
322932,,,,,
354685,,,,,
378343,,,,,ALCANZÓ VACANTE
338027,,,,,
352370,,,,,
371726,,,,,
391418,,,,,
336381,,,,,
360088,,,,,
361226,,,,,
333223,,,,,
332315,,,,,
375675,,,,,
387487,,,,,
366721,,,,,
354526,,,,,
388174,,,,,
341304,,,,,
396339,,,,,
341588,,,,,
381502,,,,,
383873,,,,,
324483,,,,,
368661,,,,,
380807,,,,,ALCANZÓ VACANTE
337343,,,,,
321867,,,,,AUSENTE
329222,,,,,
378643,,,,,
355560,,,,,
394874,,,,,
342585,,,,,
363352,,,,,
390162,,,,,AUSENTE
349981,,,,,
386492,,,,,
316441,,,,,
367169,,,,,ALCANZÓ VACANTE
366649,,,,,
356219,,,,,
324774,,,,,
386165,,,,,
361649,,,,,
352883,,,,,
345431,,,,,
329587,,,,,
350602,,,,,
362431,,,,,
332509,,,,,
310037,,,,,
398321,,,,,
320378,,,,,
389705,,,,,
340510,,,,,ALCANZÓ VACANTE
375725,,,,,
354882,,,,,
368190,,,,,
341112,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
373491,,,,,
342767,,,,,
396264,,,,,
332906,,,,,
382246,,,,,
391987,,,,,AUSENTE
351776,,,,,
377347,,,,,
374303,,,,,
310563,,,,,
360665,,,,,
331171,,,,,
350144,,,,,
341194,,,,,
313383,,,,,
316573,,,,,
361551,,,,,
364135,,,,,
348278,,,,,
375782,,,,,
386457,,,,,
355020,,,,,
377926,,,,,
390280,,,,,
320412,,,,,
379087,,,,,
389078,,,,,
324619,,,,,
393995,,,,,
373182,,,,,
314217,,,,,
387552,,,,,
365739,,,,,
376491,,,,,
323232,,,,,
320815,,,,,
386741,,,,,
332569,,,,,
352923,,,,,
373303,,,,,
367329,,,,,
362435,,,,,
382831,,,,,
353881,,,,,
359668,,,,,
327036,,,,,
348386,,,,,
368959,,,,,
337061,,,,,
356993,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
354337,,,,,
345810,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
330450,,,,,
313550,,,,,
343453,,,,,
332766,,,,,
334032,,,,,
312674,,,,,
356948,,,,,
339152,,,,,
359714,,,,,
347527,,,,,
319037,,,,,
345328,,,,,
329091,,,,,
352798,,,,,
340771,,,,,
313884,,,,,
328965,,,,,
347701,,,,,
339398,,,,,
354641,,,,,
348860,,,,,
332448,,,,,AUSENTE
348663,,,,,ALCANZÓ VACANTE
328086,,,,,
310450,,,,,ALCANZÓ VACANTE
322962,,,,,
312836,,,,,
339417,,,,,
397405,,,,,
389503,,,,,
355313,,,,,
330470,,,,,
339038,,,,,
330618,,,,,
335836,,,,,
370809,,,,,
356291,,,,,
391376,,,,,
369848,,,,,
343180,,,,,
352127,,,,,
318620,,,,,
398194,,,,,
340050,,,,,
399417,,,,,ALCANZÓ VACANTE
384282,,,,,
341728,,,,,
389612,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
397512,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
344461,,,,,
348946,,,,,
319545,,,,,
398538,,,,,
347168,,,,,
386476,,,,,
399504,,,,,
343422,,,,,
312716,,,,,
373183,,,,,
329132,,,,,
391247,,,,,
396344,,,,,
389734,,,,,
317843,,,,,
383213,,,,,
312560,,,,,
371059,,,,,
382186,,,,,
374202,,,,,
352467,,,,,
333916,,,,,
352845,,,,,
363893,,,,,
380802,,,,,
395835,,,,,
326542,,,,,
369262,,,,,
329735,,,,,
335831,,,,,
391123,,,,,
365405,,,,,
380741,,,,,
393589,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
355848,,,,,
366459,,,,,
364362,,,,,
332276,,,,,
360459,,,,,
397614,,,,,
326796,,,,,
398139,,,,,
335918,,,,,
323508,,,,,
360709,,,,,
346266,,,,,
344797,,,,,
380437,,,,,
361427,,,,,
324825,,,,,
360532,,,,,
376872,,,,,
338211,,,,,
378647,,,,,
375364,,,,,
350823,,,,,ALCANZÓ VACANTE
329798,,,,,ALCANZÓ VACANTE
391651,,,,,
382857,,,,,
365785,,,,,
373981,,,,,
395644,,,,,
341117,,,,,
337893,,,,,
379975,,,,,
316485,,,,,
333430,,,,,
335445,,,,,
361404,,,,,
374039,,,,,
387888,,,,,
357661,,,,,
351416,,,,,
351380,,,,,ALCANZÓ VACANTE
340988,,,,,
380843,,,,,
343985,,,,,
316316,,,,,
373815,,,,,
329343,,,,,
388882,,,,,
345787,,,,,
395390,,,,,
356605,,,,,
332200,,,,,
392859,,,,,
365904,,,,,
379480,,,,,
345888,,,,,
321132,,,,,
323894,,,,,
356845,,,,,
322563,,,,,
355437,,,,,
373821,,,,,
383443,,,,,
330386,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
330608,,,,,ALCANZÓ VACANTE
367746,,,,,
342110,,,,,
345390,,,,,
316777,,,,,
335293,,,,,
330931,,,,,
391142,,,,,
322306,,,,,
354006,,,,,
373355,,,,,
351125,,,,,
340533,,,,,
371728,,,,,
397135,,,,,
339977,,,,,
377584,,,,,ALCANZÓ VACANTE
369171,,,,,
339589,,,,,
386755,,,,,
398114,,,,,
352536,,,,,
367743,,,,,
354263,,,,,
352070,,,,,
350371,,,,,
384487,,,,,
395930,,,,,
342434,,,,,ALCANZÓ VACANTE
369926,,,,,
357584,,,,,
330552,,,,,
392426,,,,,
373096,,,,,
313000,,,,,
398810,,,,,
365995,,,,,ALCANZÓ VACANTE
344335,,,,,ALCANZÓ VACANTE
373509,,,,,
343876,,,,,
367849,,,,,
349409,,,,,
380986,,,,,
320791,,,,,
340015,,,,,
393618,,,,,
379015,,,,,
329468,,,,,
344282,,,,,
325618,,,,,
317899,,,,,
392602,,,,,
372684,,,,,
372862,,,,,
323099,,,,,
314174,,,,,
393093,,,,,
379421,,,,,
343716,,,,,
356195,,,,,
327119,,,,,
369460,,,,,
345217,,,,,
359964,,,,,
364162,,,,,
378726,,,,,
371468,,,,,
346012,,,,,
359754,,,,,
363603,,,,,
384380,,,,,
323557,,,,,
323571,,,,,
342705,,,,,
353491,,,,,
324857,,,,,
347855,,,,,
322977,,,,,
382192,,,,,
364438,,,,,
354895,,,,,
356279,,,,,
319654,,,,,
310154,,,,,
392610,,,,,
319672,,,,,
371896,,,,,
344679,,,,,
313594,,,,,
313466,,,,,
345637,,,,,
352452,,,,,
320339,,,,,
351750,,,,,ALCANZÓ VACANTE
393170,,,,,
387605,,,,,
341402,,,,,
317173,,,,,
319252,,,,,
376395,,,,,
321249,,,,,
397559,,,,,
383374,,,,,
347724,,,,,
379966,,,,,
398105,,,,,
376914,,,,,AUSENTE
363482,,,,,
388078,,,,,
384053,,,,,AUSENTE
359663,,,,,
326705,,,,,
352918,,,,,
392211,,,,,
325872,,,,,
372273,,,,,
345718,,,,,
354604,,,,,
353717,,,,,
340863,,,,,
354809,,,,,
345252,,,,,
372393,,,,,
324690,,,,,
360722,,,,,
312965,,,,,ALCANZÓ VACANTE
325490,,,,,
368464,,,,,
357876,,,,,
388086,,,,,
347473,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
394671,,,,,
339682,,,,,
362217,,,,,
325994,,,,,
385539,,,,,ALCANZÓ VACANTE
311239,,,,,
377713,,,,,
360229,,,,,
315815,,,,,
320426,,,,,
321447,,,,,
361345,,,,,
324190,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
313723,,,,,
382957,,,,,
378734,,,,,
336480,,,,,
338319,,,,,
337303,,,,,
380735,,,,,
365727,,,,,
323001,,,,,
340417,,,,,
317259,,,,,
340592,,,,,
312079,,,,,
345762,,,,,
386691,,,,,
384061,,,,,
372367,,,,,
381246,,,,,
344200,,,,,
339758,,,,,
378063,,,,,
383015,,,,,
385517,,,,,ALCANZÓ VACANTE
322437,,,,,
396669,,,,,ALCANZÓ VACANTE
331049,,,,,AUSENTE
340432,,,,,
320660,,,,,
375161,,,,,
348024,,,,,
354834,,,,,
347607,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
340647,,,,,
373940,,,,,
362453,,,,,ALCANZÓ VACANTE
337804,,,,,
395112,,,,,
399674,,,,,
366383,,,,,ALCANZÓ VACANTE
354359,,,,,
341906,,,,,
333567,,,,,
391039,,,,,
383018,,,,,
372521,,,,,
380001,,,,,
377736,,,,,
377990,,,,,
371572,,,,,
375605,,,,,ALCANZÓ VACANTE
363675,,,,,
357053,,,,,
370306,,,,,
371912,,,,,
387244,,,,,
346975,,,,,
320992,,,,,
321652,,,,,
328620,,,,,
373242,,,,,
375665,,,,,
328460,,,,,ALCANZÓ VACANTE
339246,,,,,
314073,,,,,
310432,,,,,
319984,,,,,
311403,,,,,
350790,,,,,
373382,,,,,
360994,,,,,
357126,,,,,
341616,,,,,
399206,,,,,
310528,,,,,
338458,,,,,
350410,,,,,
387413,,,,,
366272,,,,,
344146,,,,,
353094,,,,,
378279,,,,,
315060,,,,,
369267,,,,,
382076,,,,,
384509,,,,,
361803,,,,,
359635,,,,,
344110,,,,,
394813,,,,,
312167,,,,,
356094,,,,,
324153,,,,,
337305,,,,,
398924,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
364734,,,,,
363268,,,,,
366536,,,,,
330846,,,,,
335733,,,,,
399455,,,,,ALCANZÓ VACANTE
318537,,,,,
354139,,,,,
350531,,,,,ALCANZÓ VACANTE
349700,,,,,
322515,,,,,
314975,,,,,
368592,,,,,
340145,,,,,ALCANZÓ VACANTE
370188,,,,,
348477,,,,,
392869,,,,,ALCANZÓ VACANTE
335332,,,,,
382282,,,,,
363736,,,,,
342239,,,,,
372445,,,,,
341559,,,,,
355484,,,,,
347342,,,,,ALCANZÓ VACANTE
390099,,,,,ALCANZÓ VACANTE
347402,,,,,
321616,,,,,
341933,,,,,ALCANZÓ VACANTE
315168,,,,,
322842,,,,,
358997,,,,,
389290,,,,,
365323,,,,,
339986,,,,,
376404,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
336670,,,,,
323383,,,,,
371980,,,,,ALCANZÓ VACANTE
395807,,,,,
321955,,,,,
379544,,,,,
348007,,,,,
370863,,,,,
396174,,,,,
343497,,,,,
363479,,,,,
385009,,,,,
383460,,,,,AUSENTE
333358,,,,,
395208,,,,,
338386,,,,,
390493,,,,,
399682,,,,,
377787,,,,,
332816,,,,,
349448,,,,,
378096,,,,,
348228,,,,,ALCANZÓ VACANTE
339016,,,,,
364022,,,,,
343158,,,,,
320590,,,,,
338890,,,,,
336378,,,,,
393482,,,,,ALCANZÓ VACANTE
365866,,,,,
352921,,,,,
371510,,,,,
345381,,,,,ALCANZÓ VACANTE
310505,,,,,
321927,,,,,
356155,,,,,
375482,,,,,
371548,,,,,
338510,,,,,ALCANZÓ VACANTE
358334,,,,,
390852,,,,,
362415,,,,,ALCANZÓ VACANTE
340910,,,,,
348053,,,,,
355507,,,,,
354041,,,,,
357360,,,,,
360031,,,,,
362876,,,,,ALCANZÓ VACANTE
340927,,,,,
365420,,,,,
333989,,,,,ALCANZÓ VACANTE
363441,,,,,
323265,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
348160,,,,,
397910,,,,,
326892,,,,,
325187,,,,,
341530,,,,,
377931,,,,,
313851,,,,,
311043,,,,,
340774,,,,,
352826,,,,,AUSENTE
338511,,,,,
381936,,,,,
369752,,,,,
367735,,,,,
364852,,,,,
341860,,,,,
387555,,,,,
356049,,,,,
362770,,,,,
349704,,,,,
340952,,,,,ALCANZÓ VACANTE
369828,,,,,
344081,,,,,
328381,,,,,
324199,,,,,
398784,,,,,
372987,,,,,
390223,,,,,
393908,,,,,
383909,,,,,
334613,,,,,
334653,,,,,
326121,,,,,
363566,,,,,ALCANZÓ VACANTE
346302,,,,,
396417,,,,,
327081,,,,,
377433,,,,,
368154,,,,,
380813,,,,,ALCANZÓ VACANTE
328221,,,,,
357407,,,,,
312666,,,,,
341565,,,,,
375380,,,,,
381265,,,,,ALCANZÓ VACANTE
326702,,,,,
353598,,,,,
348616,,,,,ALCANZÓ VACANTE
354687,,,,,
350569,,,,,
340609,,,,,ALCANZÓ VACANTE
392663,,,,,
327661,,,,,
320788,,,,,
319590,,,,,
380832,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
315414,,,,,
356674,,,,,
345026,,,,,
350438,,,,,ALCANZÓ VACANTE
355750,,,,,ALCANZÓ VACANTE
373632,,,,,ALCANZÓ VACANTE
385024,,,,,
332261,,,,,ALCANZÓ VACANTE
380033,,,,,
332392,,,,,
384141,,,,,
349651,,,,,
365838,,,,,
369309,,,,,
363920,,,,,
381969,,,,,ALCANZÓ VACANTE
389617,,,,,
390333,,,,,
384884,,,,,
349168,,,,,
378563,,,,,ALCANZÓ VACANTE
337540,,,,,
366373,,,,,
367937,,,,,ALCANZÓ VACANTE
318442,,,,,ALCANZÓ VACANTE
341554,,,,,
310776,,,,,
362282,,,,,
330420,,,,,ALCANZÓ VACANTE
327583,,,,,
364284,,,,,
326847,,,,,
339420,,,,,
395056,,,,,
380576,,,,,
368297,,,,,
387370,,,,,
329529,,,,,
372711,,,,,
343211,,,,,
356201,,,,,
335039,,,,,
391199,,,,,
391845,,,,,
362799,,,,,
368283,,,,,
370056,,,,,
350523,,,,,
368732,,,,,
315062,,,,,
398448,,,,,
344540,,,,,
343294,,,,,
373318,,,,,
326071,,,,,
339611,,,,,
367247,,,,,
331315,,,,,
318488,,,,,
335582,,,,,
397434,,,,,
357064,,,,,
357178,,,,,
344129,,,,,ALCANZÓ VACANTE
343703,,,,,
377518,,,,,
318158,,,,,
317127,,,,,
371476,,,,,
312874,,,,,
340520,,,,,ALCANZÓ VACANTE
356141,,,,,
387234,,,,,
344070,,,,,
322837,,,,,
372988,,,,,
357851,,,,,
384911,,,,,
368580,,,,,
361802,,,,,
329836,,,,,
331459,,,,,
335915,,,,,
338333,,,,,
319423,,,,,
366535,,,,,ALCANZÓ VACANTE
311465,,,,,
330311,,,,,
325112,,,,,
310150,,,,,
314269,,,,,
360258,,,,,
321197,,,,,
363848,,,,,
393474,,,,,
336310,,,,,
370627,,,,,
318605,,,,,
364255,,,,,
396181,,,,,
330925,,,,,
338512,,,,,
372340,,,,,
346002,,,,,
322637,,,,,
367977,,,,,
394938,,,,,
349546,,,,,
373823,,,,,
343033,,,,,
312075,,,,,
392412,,,,,
321893,,,,,
383053,,,,,
395592,,,,,
315850,,,,,
338431,,,,,
314390,,,,,
351254,,,,,
349526,,,,,
355469,,,,,
336877,,,,,ALCANZÓ VACANTE
382699,,,,,ALCANZÓ VACANTE
354506,,,,,
369216,,,,,
377308,,,,,ALCANZÓ VACANTE
367239,,,,,
317874,,,,,
391250,,,,,
310627,,,,,
337680,,,,,
331348,,,,,
338802,,,,,
323731,,,,,ALCANZÓ VACANTE
393114,,,,,
397184,,,,,
375733,,,,,
367563,,,,,
365199,,,,,
359906,,,,,
316864,,,,,
355014,,,,,
312416,,,,,
349768,,,,,
379082,,,,,
316989,,,,,ALCANZÓ VACANTE
336922,,,,,ALCANZÓ VACANTE
393622,,,,,
378753,,,,,
370801,,,,,ALCANZÓ VACANTE
367566,,,,,
386996,,,,,
364765,,,,,
368341,,,,,
364560,,,,,
328283,,,,,
332905,,,,,
356827,,,,,
339303,,,,,
340807,,,,,ALCANZÓ VACANTE
321715,,,,,
368111,,,,,
332106,,,,,
367961,,,,,
350710,,,,,
356076,,,,,
363489,,,,,
363818,,,,,
319981,,,,,
363694,,,,,ALCANZÓ VACANTE
376096,,,,,
375286,,,,,
319750,,,,,
363576,,,,,
363113,,,,,ALCANZÓ VACANTE
352924,,,,,
397514,,,,,
327863,,,,,
343219,,,,,
336185,,,,,ALCANZÓ VACANTE
324903,,,,,ALCANZÓ VACANTE
324811,,,,,
364780,,,,,
369931,,,,,
362053,,,,,ALCANZÓ VACANTE
326593,,,,,
362773,,,,,
377412,,,,,
352476,,,,,ALCANZÓ VACANTE
339862,,,,,
360401,,,,,
369653,,,,,ALCANZÓ VACANTE
346081,,,,,
374679,,,,,ALCANZÓ VACANTE
335820,,,,,ALCANZÓ VACANTE
397336,,,,,ALCANZÓ VACANTE
391644,,,,,
390940,,,,,
349126,,,,,
349710,,,,,
362824,,,,,
325971,,,,,
399914,,,,,
336241,,,,,ALCANZÓ VACANTE
350456,,,,,
363225,,,,,ALCANZÓ VACANTE
383964,,,,,
363086,,,,,ALCANZÓ VACANTE
393420,,,,,
327879,,,,,ALCANZÓ VACANTE
352073,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
340031,,,,,ALCANZÓ VACANTE
384303,,,,,
355520,,,,,
328070,,,,,
354749,,,,,ALCANZÓ VACANTE
310745,,,,,
336531,,,,,ALCANZÓ VACANTE
378441,,,,,
340270,,,,,
315300,,,,,ALCANZÓ VACANTE
367707,,,,,
377867,,,,,
378268,,,,,ALCANZÓ VACANTE
346127,,,,,
374835,,,,,ALCANZÓ VACANTE
321425,,,,,
356823,,,,,
323273,,,,,ALCANZÓ VACANTE
365577,,,,,
333650,,,,,ALCANZÓ VACANTE
343540,,,,,ALCANZÓ VACANTE
389113,,,,,
385854,,,,,ALCANZÓ VACANTE
364246,,,,,ALCANZÓ VACANTE
329848,,,,,
354510,,,,,
372675,,,,,ALCANZÓ VACANTE
381933,,,,,
323979,,,,,ALCANZÓ VACANTE
330720,,,,,ALCANZÓ VACANTE
384767,,,,,
330050,,,,,ALCANZÓ VACANTE
321845,,,,,
333490,,,,,ALCANZÓ VACANTE
386544,,,,,
392103,,,,,ALCANZÓ VACANTE
361203,,,,,ALCANZÓ VACANTE
375168,,,,,ALCANZÓ VACANTE
346014,,,,,ALCANZÓ VACANTE
366342,,,,,
371629,,,,,
322220,,,,,ALCANZÓ VACANTE
362680,,,,,
311624,,,,,ALCANZÓ VACANTE
315312,,,,,
310988,,,,,ALCANZÓ VACANTE
339143,,,,,
322469,,,,,
369554,,,,,
360751,,,,,ALCANZÓ VACANTE
385793,,,,,
329719,,,,,ALCANZÓ VACANTE
362377,,,,,ALCANZÓ VACANTE
327067,,,,,
335080,,,,,ALCANZÓ VACANTE
374273,,,,,ALCANZÓ VACANTE
335414,,,,,
319245,,,,,ALCANZÓ VACANTE
384252,,,,,ALCANZÓ VACANTE
335196,,,,,
395646,,,,,ALCANZÓ VACANTE
313670,,,,,
312469,,,,,
330358,,,,,ALCANZÓ VACANTE
389177,,,,,AUSENTE
358873,,,,,
343994,,,,,
386224,,,,,ALCANZÓ VACANTE
350951,,,,,ALCANZÓ VACANTE
357908,,,,,ALCANZÓ VACANTE
349412,,,,,
373239,,,,,
381462,,,,,
364110,,,,,
353036,,,,,
377456,,,,,
330291,,,,,ALCANZÓ VACANTE
370321,,,,,ALCANZÓ VACANTE
315728,,,,,ALCANZÓ VACANTE
349703,,,,,
347733,,,,,
333694,,,,,
333704,,,,,ALCANZÓ VACANTE
384585,,,,,
329722,,,,,
366655,,,,,ALCANZÓ VACANTE
382035,,,,,ALCANZÓ VACANTE
311536,,,,,
351497,,,,,
701069,,,,,ALCANZÓ VACANTE
685535,,,,,
725308,,,,,ALCANZÓ VACANTE
695755,,,,,ALCANZÓ VACANTE
788049,,,,,
795795,,,,,
745617,,,,,ALCANZÓ VACANTE
687005,,,,,ALCANZÓ VACANTE
730980,,,,,ALCANZÓ VACANTE
836397,,,,,ALCANZÓ VACANTE
742376,,,,,ALCANZÓ VACANTE
813733,,,,,
749387,,,,,
762284,,,,,
694015,,,,,
834096,,,,,
805436,,,,,
750302,,,,,
785072,,,,,
698110,,,,,
779078,,,,,
757788,,,,,
689171,,,,,ALCANZÓ VACANTE
801029,,,,,ALCANZÓ VACANTE
811432,,,,,AUSENTE
766722,,,,,
711365,,,,,ALCANZÓ VACANTE
841053,,,,,ALCANZÓ VACANTE
713671,,,,,
791568,,,,,
829117,,,,,
756636,,,,,
699993,,,,,ALCANZÓ VACANTE
782360,,,,,ALCANZÓ VACANTE
780271,,,,,ALCANZÓ VACANTE
792820,,,,,ALCANZÓ VACANTE
762424,,,,,ALCANZÓ VACANTE
722004,,,,,
843629,,,,,ALCANZÓ VACANTE
689767,,,,,ALCANZÓ VACANTE
794264,,,,,ALCANZÓ VACANTE
778823,,,,,
776380,,,,,
796086,,,,,
833358,,,,,
767190,,,,,
838446,,,,,
751015,,,,,ALCANZÓ VACANTE
800955,,,,,
754642,,,,,
731089,,,,,
792034,,,,,ALCANZÓ VACANTE
776536,,,,,
694411,,,,,Articulo N° 5 del Reglamento de Admisión 2026-II
767156,,,,,
753046,,,,,
688949,,,,,
811643,,,,,ALCANZÓ VACANTE
830322,,,,,
700238,,,,,
792167,,,,,ALCANZÓ VACANTE
704317,,,,,ALCANZÓ VACANTE
734882,,,,,
743787,,,,,
804470,,,,,
797387,,,,,
767122,,,,,
778502,,,,,
687581,,,,,ALCANZÓ VACANTE
801374,,,,,
726547,,,,,ALCANZÓ VACANTE
776460,,,,,
685706,,,,,
692979,,,,,
691442,,,,,ALCANZÓ VACANTE
800653,,,,,
758179,,,,,ALCANZÓ VACANTE
750204,,,,,
790921,,,,,
703202,,,,,
645920,,,,,
655098,,,,,
648196,,,,,
650523,,,,,
658856,,,,,ALCANZÓ VACANTE
648960,,,,,ALCANZÓ VACANTE
562802,,,,,ALCANZÓ VACANTE
655778,,,,,
653809,,,,,
571266,,,,,ALCANZÓ VACANTE
586212,,,,,
646671,,,,,
651413,,,,,
657971,,,,,ALCANZÓ VACANTE
551486,,,,,ALCANZÓ VACANTE
650672,,,,,
568855,,,,,ALCANZÓ VACANTE
646378,,,,,ALCANZÓ VACANTE
646473,,,,,
656170,,,,,ALCANZÓ VACANTE
654516,,,,,
569216,,,,,ALCANZÓ VACANTE
583031,,,,,
651161,,,,,
569566,,,,,ALCANZÓ VACANTE
649077,,,,,ALCANZÓ VACANTE
651711,,,,,ALCANZÓ VACANTE
654365,,,,,ALCANZÓ VACANTE
645304,,,,,
651235,,,,,
647538,,,,,
657855,,,,,ALCANZÓ VACANTE
653911,,,,,
659521,,,,,ALCANZÓ VACANTE
648504,,,,,ALCANZÓ VACANTE
649844,,,,,
655245,,,,,
564389,,,,,ALCANZÓ VACANTE
652689,,,,,ALCANZÓ VACANTE
651086,,,,,ALCANZÓ VACANTE
655988,,,,,ALCANZÓ VACANTE
654166,,,,,
652409,,,,,ALCANZÓ VACANTE
659779,,,,,
655580,,,,,
570069,,,,,ALCANZÓ VACANTE
657137,,,,,ALCANZÓ VACANTE
650961,,,,,
565388,,,,,
650618,,,,,
650375,,,,,
651052,,,,,ALCANZÓ VACANTE
647446,,,,,ALCANZÓ VACANTE
565500,,,,,
646365,,,,,ALCANZÓ VACANTE
656862,,,,,
651717,,,,,ALCANZÓ VACANTE
658381,,,,,
645491,,,,,
650598,,,,,ALCANZÓ VACANTE
654467,,,,,ALCANZÓ VACANTE
645097,,,,,ALCANZÓ VACANTE
653896,,,,,ALCANZÓ VACANTE
648793,,,,,
649069,,,,,ALCANZÓ VACANTE
655450,,,,,
653186,,,,,
657958,,,,,ALCANZÓ VACANTE
647425,,,,,ALCANZÓ VACANTE
649071,,,,,ALCANZÓ VACANTE
569782,,,,,ALCANZÓ VACANTE
646747,,,,,ALCANZÓ VACANTE
653295,,,,,ALCANZÓ VACANTE
649782,,,,,ALCANZÓ VACANTE
658239,,,,,ALCANZÓ VACANTE
593816,,,,,
649474,,,,,ALCANZÓ VACANTE
649527,,,,,
652872,,,,,
582220,,,,,ALCANZÓ VACANTE
569249,,,,,ALCANZÓ VACANTE
654777,,,,,
585176,,,,,ALCANZÓ VACANTE
579358,,,,,
578041,,,,,
654235,,,,,ALCANZÓ VACANTE
552579,,,,,ALCANZÓ VACANTE
565768,,,,,
590544,,,,,
585528,,,,,
551644,,,,,ALCANZÓ VACANTE
650175,,,,,ALCANZÓ VACANTE
558811,,,,,ALCANZÓ VACANTE
593937,,,,,ALCANZÓ VACANTE
645032,,,,,
566642,,,,,ALCANZÓ VACANTE
591808,,,,,
655684,,,,,
648170,,,,,
571320,,,,,
658064,,,,,ALCANZÓ VACANTE
555783,,,,,
648047,,,,,
590007,,,,,ALCANZÓ VACANTE
651304,,,,,
653588,,,,,ALCANZÓ VACANTE
573601,,,,,ALCANZÓ VACANTE
557058,,,,,ALCANZÓ VACANTE
591517,,,,,
651889,,,,,
656242,,,,,ALCANZÓ VACANTE
568015,,,,,ALCANZÓ VACANTE
647582,,,,,
554402,,,,,
648206,,,,,ALCANZÓ VACANTE
569514,,,,,
647003,,,,,AUSENTE
650719,,,,,ALCANZÓ VACANTE
648994,,,,,ALCANZÓ VACANTE
648083,,,,,ALCANZÓ VACANTE
659853,,,,,ALCANZÓ VACANTE
582165,,,,,ALCANZÓ VACANTE
657368,,,,,ALCANZÓ VACANTE
645225,,,,,ALCANZÓ VACANTE
570929,,,,,
648886,,,,,
648374,,,,,ALCANZÓ VACANTE
651564,,,,,ALCANZÓ VACANTE
574488,,,,,
589539,,,,,
657910,,,,,
573270,,,,,
650449,,,,,
580453,,,,,
650897,,,,,ALCANZÓ VACANTE
657901,,,,,
645883,,,,,ALCANZÓ VACANTE
646684,,,,,
646155,,,,,ALCANZÓ VACANTE
650695,,,,,ALCANZÓ VACANTE
651545,,,,,ALCANZÓ VACANTE
647533,,,,,ALCANZÓ VACANTE
659061,,,,,ALCANZÓ VACANTE
655353,,,,,
648277,,,,,
587350,,,,,ALCANZÓ VACANTE
655429,,,,,ALCANZÓ VACANTE
652957,,,,,
651921,,,,,
651390,,,,,ALCANZÓ VACANTE
645286,,,,,ALCANZÓ VACANTE
655504,,,,,ALCANZÓ VACANTE
652509,,,,,
653743,,,,,ALCANZÓ VACANTE
718729,,,,,ALCANZÓ VACANTE
685591,,,,,ALCANZÓ VACANTE
708089,,,,,ALCANZÓ VACANTE
796788,,,,,ALCANZÓ VACANTE
818905,,,,,ALCANZÓ VACANTE
717394,,,,,ALCANZÓ VACANTE
807693,,,,,ALCANZÓ VACANTE
729855,,,,,ALCANZÓ VACANTE
772713,,,,,ALCANZÓ VACANTE
813227,,,,,ALCANZÓ VACANTE
829852,,,,,ALCANZÓ VACANTE
730465,,,,,ALCANZÓ VACANTE
756857,,,,,ALCANZÓ VACANTE
791249,,,,,ALCANZÓ VACANTE
827888,,,,,ALCANZÓ VACANTE
756691,,,,,ALCANZÓ VACANTE
709079,,,,,ALCANZÓ VACANTE
781056,,,,,ALCANZÓ VACANTE
800925,,,,,ALCANZÓ VACANTE
826127,,,,,ALCANZÓ VACANTE
832537,,,,,ALCANZÓ VACANTE
691324,,,,,ALCANZÓ VACANTE
775763,,,,,ALCANZÓ VACANTE
